# JMH 1.5.2 (released 215 days ago, please consider updating!)
# VM invoker: /home/my/dev/java/jdk1.8.0_31/jre/bin/java
# VM options: -javaagent:/usr/share/java/jayatanaag.jar
# Warmup: 1000 iterations, single-shot each
# Measurement: 1000 iterations, single-shot each
# Timeout: 10 min per iteration
# Threads: 1 thread
# Benchmark mode: Single shot invocation time
# Benchmark: fr.soat.LambdaVsAnonymousClassBenchmark.anonymous_class
# Parameters: (nbPersons = 100)

# Warmup Iteration 286: 0,043 ms/op
# Warmup Iteration 287: 0,042 ms/op
# Warmup Iteration 288: 0,046 ms/op
# Warmup Iteration 289: 0,044 ms/op
# Warmup Iteration 290: 0,045 ms/op
# Warmup Iteration 291: 0,045 ms/op
# Warmup Iteration 292: 0,043 ms/op
# Warmup Iteration 293: 0,045 ms/op
# Warmup Iteration 294: 0,043 ms/op
# Warmup Iteration 295: 0,044 ms/op
# Warmup Iteration 296: 0,047 ms/op
# Warmup Iteration 297: 0,044 ms/op
# Warmup Iteration 298: 0,049 ms/op
# Warmup Iteration 299: 0,046 ms/op
# Warmup Iteration 300: 0,044 ms/op
# Warmup Iteration 301: 0,042 ms/op
# Warmup Iteration 302: 0,042 ms/op
# Warmup Iteration 303: 0,047 ms/op
# Warmup Iteration 304: 0,044 ms/op
# Warmup Iteration 305: 0,041 ms/op
# Warmup Iteration 306: 0,042 ms/op
# Warmup Iteration 307: 0,040 ms/op
# Warmup Iteration 308: 0,042 ms/op
# Warmup Iteration 309: 0,043 ms/op
# Warmup Iteration 310: 0,041 ms/op
# Warmup Iteration 311: 0,043 ms/op
# Warmup Iteration 312: 0,040 ms/op
# Warmup Iteration 313: 0,059 ms/op
# Warmup Iteration 314: 0,043 ms/op
# Warmup Iteration 315: 0,045 ms/op
# Warmup Iteration 316: 0,045 ms/op
# Warmup Iteration 317: 0,047 ms/op
# Warmup Iteration 318: 0,046 ms/op
# Warmup Iteration 319: 0,045 ms/op
# Warmup Iteration 320: 0,046 ms/op
# Warmup Iteration 321: 0,072 ms/op
# Warmup Iteration 322: 0,062 ms/op
# Warmup Iteration 323: 0,052 ms/op
# Warmup Iteration 324: 0,052 ms/op
# Warmup Iteration 325: 0,062 ms/op
# Warmup Iteration 326: 0,054 ms/op
# Warmup Iteration 327: 0,045 ms/op
# Warmup Iteration 328: 0,046 ms/op
# Warmup Iteration 329: 0,045 ms/op
# Warmup Iteration 330: 0,046 ms/op
# Warmup Iteration 331: 0,048 ms/op
# Warmup Iteration 332: 0,047 ms/op
# Warmup Iteration 333: 0,051 ms/op
# Warmup Iteration 334: 0,057 ms/op
# Warmup Iteration 335: 0,054 ms/op
# Warmup Iteration 336: 0,153 ms/op
# Warmup Iteration 337: 0,064 ms/op
# Warmup Iteration 338: 0,068 ms/op
# Warmup Iteration 339: 0,060 ms/op
# Warmup Iteration 340: 0,053 ms/op
# Warmup Iteration 341: 0,053 ms/op
# Warmup Iteration 342: 0,053 ms/op
# Warmup Iteration 343: 0,053 ms/op
# Warmup Iteration 344: 0,152 ms/op
# Warmup Iteration 345: 0,131 ms/op
# Warmup Iteration 346: 0,175 ms/op
# Warmup Iteration 347: 0,196 ms/op
# Warmup Iteration 348: 0,057 ms/op
# Warmup Iteration 349: 0,049 ms/op
# Warmup Iteration 350: 0,048 ms/op
# Warmup Iteration 351: 0,046 ms/op
# Warmup Iteration 352: 0,051 ms/op
# Warmup Iteration 353: 0,047 ms/op
# Warmup Iteration 354: 0,053 ms/op
# Warmup Iteration 355: 0,049 ms/op
# Warmup Iteration 356: 0,048 ms/op
# Warmup Iteration 357: 0,046 ms/op
# Warmup Iteration 358: 0,048 ms/op
# Warmup Iteration 359: 0,055 ms/op
# Warmup Iteration 360: 0,057 ms/op
# Warmup Iteration 361: 0,051 ms/op
# Warmup Iteration 362: 0,052 ms/op
# Warmup Iteration 363: 0,052 ms/op
# Warmup Iteration 364: 0,063 ms/op
# Warmup Iteration 365: 0,049 ms/op
# Warmup Iteration 366: 0,048 ms/op
# Warmup Iteration 367: 0,042 ms/op
# Warmup Iteration 368: 0,050 ms/op
# Warmup Iteration 369: 0,049 ms/op
# Warmup Iteration 370: 0,042 ms/op
# Warmup Iteration 371: 0,046 ms/op
# Warmup Iteration 372: 0,043 ms/op
# Warmup Iteration 373: 0,047 ms/op
# Warmup Iteration 374: 0,043 ms/op
# Warmup Iteration 375: 0,076 ms/op
# Warmup Iteration 376: 0,049 ms/op
# Warmup Iteration 377: 0,056 ms/op
# Warmup Iteration 378: 0,054 ms/op
# Warmup Iteration 379: 0,082 ms/op
# Warmup Iteration 380: 0,041 ms/op
# Warmup Iteration 381: 0,040 ms/op
# Warmup Iteration 382: 0,040 ms/op
# Warmup Iteration 383: 0,039 ms/op
# Warmup Iteration 384: 0,044 ms/op
# Warmup Iteration 385: 0,059 ms/op
# Warmup Iteration 386: 0,051 ms/op
# Warmup Iteration 387: 0,052 ms/op
# Warmup Iteration 388: 0,053 ms/op
