# JMH 1.5.2 (released 215 days ago, please consider updating!)
# VM invoker: /home/my/dev/java/jdk1.8.0_31/jre/bin/java
# VM options: -javaagent:/usr/share/java/jayatanaag.jar
# Warmup: 5000 iterations, single-shot each
# Measurement: 5000 iterations, single-shot each
# Timeout: 10 min per iteration
# Threads: 1 thread
# Benchmark mode: Single shot invocation time
# Benchmark: fr.soat.LambdaVsAnonymousClassBenchmark.anonymous_class
# Parameters: (nbPersons = 6400)

# Run progress: 0,00% complete, ETA 00:01:40
# Fork: 1 of 1
Picked up JAVA_TOOL_OPTIONS: -javaagent:/usr/share/java/jayatanaag.jar 
# Warmup Iteration 278: 2,540 ms/op
# Warmup Iteration 279: 2,811 ms/op
# Warmup Iteration 280: 2,884 ms/op
# Warmup Iteration 281: 2,714 ms/op
# Warmup Iteration 282: 2,699 ms/op
# Warmup Iteration 283: 4,656 ms/op
# Warmup Iteration 284: 2,938 ms/op
# Warmup Iteration 285: 3,161 ms/op
# Warmup Iteration 286: 3,126 ms/op
# Warmup Iteration 287: 3,171 ms/op
# Warmup Iteration 288: 3,077 ms/op
# Warmup Iteration 289: 2,843 ms/op
# Warmup Iteration 290: 2,795 ms/op
# Warmup Iteration 291: 2,895 ms/op
# Warmup Iteration 292: 4,538 ms/op
# Warmup Iteration 293: 2,854 ms/op
# Warmup Iteration 294: 2,878 ms/op
# Warmup Iteration 295: 3,030 ms/op
# Warmup Iteration 296: 2,564 ms/op
# Warmup Iteration 297: 2,555 ms/op
# Warmup Iteration 298: 2,537 ms/op
# Warmup Iteration 299: 2,562 ms/op
# Warmup Iteration 300: 2,593 ms/op
# Warmup Iteration 301: 3,531 ms/op
# Warmup Iteration 302: 4,930 ms/op
# Warmup Iteration 303: 2,821 ms/op
# Warmup Iteration 304: 2,865 ms/op
# Warmup Iteration 305: 3,033 ms/op
# Warmup Iteration 306: 2,910 ms/op
# Warmup Iteration 307: 2,765 ms/op
# Warmup Iteration 308: 2,835 ms/op
# Warmup Iteration 309: 2,767 ms/op
# Warmup Iteration 310: 3,629 ms/op
# Warmup Iteration 311: 4,282 ms/op
# Warmup Iteration 312: 2,745 ms/op
# Warmup Iteration 313: 2,747 ms/op
# Warmup Iteration 314: 2,622 ms/op
# Warmup Iteration 315: 2,870 ms/op
# Warmup Iteration 316: 2,567 ms/op
# Warmup Iteration 317: 2,637 ms/op
# Warmup Iteration 318: 2,557 ms/op
# Warmup Iteration 319: 2,818 ms/op
# Warmup Iteration 320: 5,514 ms/op
# Warmup Iteration 321: 3,193 ms/op
# Warmup Iteration 322: 2,795 ms/op
# Warmup Iteration 323: 2,828 ms/op
# Warmup Iteration 324: 2,819 ms/op
# Warmup Iteration 325: 2,778 ms/op
# Warmup Iteration 326: 2,777 ms/op
# Warmup Iteration 327: 2,746 ms/op
# Warmup Iteration 328: 3,025 ms/op
# Warmup Iteration 329: 5,094 ms/op
# Warmup Iteration 330: 2,801 ms/op
# Warmup Iteration 331: 2,729 ms/op
# Warmup Iteration 332: 2,957 ms/op
# Warmup Iteration 333: 2,871 ms/op
# Warmup Iteration 334: 3,622 ms/op
# Warmup Iteration 335: 2,615 ms/op
# Warmup Iteration 336: 2,663 ms/op
# Warmup Iteration 337: 3,046 ms/op
# Warmup Iteration 338: 4,829 ms/op
# Warmup Iteration 339: 2,616 ms/op
# Warmup Iteration 340: 2,564 ms/op
# Warmup Iteration 341: 2,617 ms/op
# Warmup Iteration 342: 2,581 ms/op
# Warmup Iteration 343: 2,666 ms/op
# Warmup Iteration 344: 2,815 ms/op
# Warmup Iteration 345: 3,768 ms/op
# Warmup Iteration 346: 5,223 ms/op
# Warmup Iteration 347: 4,636 ms/op
# Warmup Iteration 348: 3,650 ms/op
# Warmup Iteration 349: 3,659 ms/op
# Warmup Iteration 350: 3,560 ms/op
# Warmup Iteration 351: 3,682 ms/op
# Warmup Iteration 352: 3,610 ms/op
# Warmup Iteration 353: 4,698 ms/op
# Warmup Iteration 354: 4,042 ms/op
# Warmup Iteration 355: 2,866 ms/op
# Warmup Iteration 356: 4,691 ms/op
# Warmup Iteration 357: 2,802 ms/op
# Warmup Iteration 358: 2,792 ms/op
