# JMH 1.5.2 (released 231 days ago, please consider updating!)
# VM invoker: /home/my/dev/java/jdk1.8.0_31/jre/bin/java
# VM options: -javaagent:/usr/share/java/jayatanaag.jar
# Warmup: 1000 iterations, single-shot each
# Measurement: 1000 iterations, single-shot each
# Timeout: 10 min per iteration
# Threads: 1 thread
# Benchmark mode: Single shot invocation time
# Benchmark: fr.soat.LambdaVsAnonymousClassBenchmark.parallel_anonymous_class
# Parameters: (nbPersons = 10)

# Warmup Iteration 288: 0,008 ms/op
# Warmup Iteration 289: 0,009 ms/op
# Warmup Iteration 290: 0,009 ms/op
# Warmup Iteration 291: 0,008 ms/op
# Warmup Iteration 292: 0,007 ms/op
# Warmup Iteration 293: 0,011 ms/op
# Warmup Iteration 294: 0,012 ms/op
# Warmup Iteration 295: 0,007 ms/op
# Warmup Iteration 296: 0,013 ms/op
# Warmup Iteration 297: 0,010 ms/op
# Warmup Iteration 298: 0,009 ms/op
# Warmup Iteration 299: 0,009 ms/op
# Warmup Iteration 300: 0,008 ms/op
# Warmup Iteration 301: 0,009 ms/op
# Warmup Iteration 302: 0,011 ms/op
# Warmup Iteration 303: 0,012 ms/op
# Warmup Iteration 304: 0,010 ms/op
# Warmup Iteration 305: 0,009 ms/op
# Warmup Iteration 306: 0,012 ms/op
# Warmup Iteration 307: 0,014 ms/op
# Warmup Iteration 308: 0,011 ms/op
# Warmup Iteration 309: 0,007 ms/op
# Warmup Iteration 310: 0,007 ms/op
# Warmup Iteration 311: 0,009 ms/op
# Warmup Iteration 312: 0,012 ms/op
# Warmup Iteration 313: 0,009 ms/op
# Warmup Iteration 314: 0,012 ms/op
# Warmup Iteration 315: 0,009 ms/op
# Warmup Iteration 316: 0,008 ms/op
# Warmup Iteration 317: 0,008 ms/op
# Warmup Iteration 318: 0,008 ms/op
# Warmup Iteration 319: 0,011 ms/op
# Warmup Iteration 320: 0,008 ms/op
# Warmup Iteration 321: 0,009 ms/op
# Warmup Iteration 322: 0,009 ms/op
# Warmup Iteration 323: 0,008 ms/op
# Warmup Iteration 324: 0,009 ms/op
# Warmup Iteration 325: 0,008 ms/op
# Warmup Iteration 326: 0,012 ms/op
# Warmup Iteration 327: 0,010 ms/op
# Warmup Iteration 328: 0,009 ms/op
# Warmup Iteration 329: 0,009 ms/op
# Warmup Iteration 330: 0,007 ms/op
# Warmup Iteration 331: 0,008 ms/op
# Warmup Iteration 332: 0,008 ms/op
# Warmup Iteration 333: 0,008 ms/op
# Warmup Iteration 334: 0,008 ms/op
# Warmup Iteration 335: 0,008 ms/op
# Warmup Iteration 336: 0,009 ms/op
# Warmup Iteration 337: 0,008 ms/op
# Warmup Iteration 338: 0,009 ms/op
# Warmup Iteration 339: 0,009 ms/op
# Warmup Iteration 340: 0,008 ms/op
# Warmup Iteration 341: 0,008 ms/op
# Warmup Iteration 342: 0,008 ms/op
# Warmup Iteration 343: 0,008 ms/op
# Warmup Iteration 344: 0,013 ms/op
# Warmup Iteration 345: 0,011 ms/op
# Warmup Iteration 346: 0,010 ms/op
# Warmup Iteration 347: 0,010 ms/op
# Warmup Iteration 348: 0,011 ms/op
# Warmup Iteration 349: 0,010 ms/op
# Warmup Iteration 350: 0,015 ms/op
# Warmup Iteration 351: 0,009 ms/op
# Warmup Iteration 352: 0,009 ms/op
# Warmup Iteration 353: 0,009 ms/op
# Warmup Iteration 354: 0,009 ms/op
# Warmup Iteration 355: 0,009 ms/op
# Warmup Iteration 356: 0,010 ms/op
# Warmup Iteration 357: 0,009 ms/op
# Warmup Iteration 358: 0,009 ms/op
# Warmup Iteration 359: 0,008 ms/op
# Warmup Iteration 360: 0,009 ms/op
# Warmup Iteration 361: 0,008 ms/op
# Warmup Iteration 362: 0,011 ms/op
# Warmup Iteration 363: 0,019 ms/op
# Warmup Iteration 364: 0,013 ms/op
# Warmup Iteration 365: 0,033 ms/op
# Warmup Iteration 366: 0,029 ms/op
# Warmup Iteration 367: 0,010 ms/op
# Warmup Iteration 368: 0,009 ms/op
# Warmup Iteration 369: 0,010 ms/op
# Warmup Iteration 370: 0,010 ms/op
# Warmup Iteration 371: 0,010 ms/op
# Warmup Iteration 372: 0,013 ms/op
# Warmup Iteration 373: 0,009 ms/op
# Warmup Iteration 374: 0,009 ms/op
# Warmup Iteration 375: 0,031 ms/op
# Warmup Iteration 376: 0,008 ms/op
# Warmup Iteration 377: 0,009 ms/op
# Warmup Iteration 378: 0,013 ms/op
# Warmup Iteration 379: 0,035 ms/op
# Warmup Iteration 380: 0,010 ms/op
# Warmup Iteration 381: 0,008 ms/op
# Warmup Iteration 382: 0,007 ms/op
# Warmup Iteration 383: 0,009 ms/op
# Warmup Iteration 384: 0,009 ms/op
# Warmup Iteration 385: 0,007 ms/op
# Warmup Iteration 386: 0,007 ms/op
# Warmup Iteration 387: 0,006 ms/op
# Warmup Iteration 388: 0,007 ms/op
# Warmup Iteration 389: 0,007 ms/op
# Warmup Iteration 390: 0,007 ms/op
# Warmup Iteration 391: 0,007 ms/op
# Warmup Iteration 392: 0,007 ms/op
# Warmup Iteration 393: 0,007 ms/op
# Warmup Iteration 394: 0,007 ms/op
# Warmup Iteration 395: 0,006 ms/op
# Warmup Iteration 396: 0,008 ms/op
# Warmup Iteration 397: 0,007 ms/op
# Warmup Iteration 398: 0,006 ms/op
# Warmup Iteration 399: 0,006 ms/op
# Warmup Iteration 400: 0,006 ms/op
# Warmup Iteration 401: 0,007 ms/op
# Warmup Iteration 402: 0,008 ms/op
# Warmup Iteration 403: 0,012 ms/op
# Warmup Iteration 404: 0,006 ms/op
# Warmup Iteration 405: 0,007 ms/op
# Warmup Iteration 406: 0,006 ms/op
# Warmup Iteration 407: 0,006 ms/op
# Warmup Iteration 408: 0,005 ms/op
# Warmup Iteration 409: 0,006 ms/op
# Warmup Iteration 410: 0,005 ms/op
# Warmup Iteration 411: 0,006 ms/op
# Warmup Iteration 412: 0,011 ms/op
# Warmup Iteration 413: 0,006 ms/op
# Warmup Iteration 414: 0,006 ms/op
# Warmup Iteration 415: 0,005 ms/op
# Warmup Iteration 416: 0,007 ms/op
# Warmup Iteration 417: 0,007 ms/op
# Warmup Iteration 418: 0,005 ms/op
# Warmup Iteration 419: 0,008 ms/op
# Warmup Iteration 420: 0,006 ms/op
# Warmup Iteration 421: 0,005 ms/op
# Warmup Iteration 422: 0,005 ms/op
# Warmup Iteration 423: 0,005 ms/op
# Warmup Iteration 424: 0,025 ms/op
# Warmup Iteration 425: 0,021 ms/op
# Warmup Iteration 426: 0,009 ms/op
# Warmup Iteration 427: 0,006 ms/op
# Warmup Iteration 428: 0,013 ms/op
# Warmup Iteration 429: 0,011 ms/op
# Warmup Iteration 430: 0,024 ms/op
# Warmup Iteration 431: 0,010 ms/op
# Warmup Iteration 432: 0,005 ms/op
# Warmup Iteration 433: 0,005 ms/op
# Warmup Iteration 434: 0,006 ms/op
# Warmup Iteration 435: 0,005 ms/op
# Warmup Iteration 436: 0,006 ms/op
# Warmup Iteration 437: 0,006 ms/op
# Warmup Iteration 438: 0,006 ms/op
# Warmup Iteration 439: 0,006 ms/op
# Warmup Iteration 440: 0,006 ms/op
# Warmup Iteration 441: 0,014 ms/op
# Warmup Iteration 442: 0,005 ms/op
# Warmup Iteration 443: 0,008 ms/op
# Warmup Iteration 444: 0,005 ms/op
