# JMH 1.5.2 (released 220 days ago, please consider updating!)
# VM invoker: /home/my/dev/java/jdk1.7.0_75/jre/bin/java
# VM options: -javaagent:/usr/share/java/jayatanaag.jar
# Warmup: 1000 iterations, single-shot each
# Measurement: 1000 iterations, single-shot each
# Timeout: 10 min per iteration
# Threads: 1 thread
# Benchmark mode: Single shot invocation time
# Benchmark: fr.soat.BaselineJava7Benchmark.anonymous_class
# Parameters: (nbPersons = 100)

# Run progress: 0,00% complete, ETA 00:00:22
# Fork: 1 of 1
Picked up JAVA_TOOL_OPTIONS: -javaagent:/usr/share/java/jayatanaag.jar 
# Warmup Iteration 349: 0,094 ms/op
# Warmup Iteration 350: 0,101 ms/op
# Warmup Iteration 351: 0,087 ms/op
# Warmup Iteration 352: 0,092 ms/op
# Warmup Iteration 353: 0,091 ms/op
# Warmup Iteration 354: 0,083 ms/op
# Warmup Iteration 355: 0,094 ms/op
# Warmup Iteration 356: 0,124 ms/op
# Warmup Iteration 357: 0,213 ms/op
# Warmup Iteration 358: 0,098 ms/op
# Warmup Iteration 359: 0,097 ms/op
# Warmup Iteration 360: 0,091 ms/op
# Warmup Iteration 361: 0,084 ms/op
# Warmup Iteration 362: 0,111 ms/op
# Warmup Iteration 363: 0,094 ms/op
# Warmup Iteration 364: 0,092 ms/op
# Warmup Iteration 365: 0,088 ms/op
# Warmup Iteration 366: 0,089 ms/op
# Warmup Iteration 367: 0,092 ms/op
# Warmup Iteration 368: 0,111 ms/op
# Warmup Iteration 369: 0,092 ms/op
# Warmup Iteration 370: 0,082 ms/op
# Warmup Iteration 371: 0,090 ms/op
# Warmup Iteration 372: 0,088 ms/op
# Warmup Iteration 373: 0,094 ms/op
# Warmup Iteration 374: 0,086 ms/op
# Warmup Iteration 375: 0,090 ms/op
# Warmup Iteration 376: 0,095 ms/op
# Warmup Iteration 377: 0,089 ms/op
# Warmup Iteration 378: 0,090 ms/op
# Warmup Iteration 379: 0,091 ms/op
# Warmup Iteration 380: 0,091 ms/op
# Warmup Iteration 381: 0,086 ms/op
# Warmup Iteration 382: 0,090 ms/op
# Warmup Iteration 383: 0,100 ms/op
# Warmup Iteration 384: 0,093 ms/op
# Warmup Iteration 385: 0,127 ms/op
# Warmup Iteration 386: 0,100 ms/op
# Warmup Iteration 387: 0,106 ms/op
# Warmup Iteration 388: 0,093 ms/op
# Warmup Iteration 389: 0,078 ms/op
# Warmup Iteration 390: 0,094 ms/op
# Warmup Iteration 391: 0,089 ms/op
# Warmup Iteration 392: 0,089 ms/op
# Warmup Iteration 393: 0,096 ms/op
# Warmup Iteration 394: 0,092 ms/op
# Warmup Iteration 395: 0,095 ms/op
# Warmup Iteration 396: 0,087 ms/op
# Warmup Iteration 397: 0,088 ms/op
# Warmup Iteration 398: 0,089 ms/op
# Warmup Iteration 399: 0,079 ms/op
# Warmup Iteration 400: 0,084 ms/op
# Warmup Iteration 401: 0,081 ms/op
# Warmup Iteration 402: 0,100 ms/op
# Warmup Iteration 403: 0,227 ms/op
# Warmup Iteration 404: 0,099 ms/op
# Warmup Iteration 405: 0,087 ms/op
# Warmup Iteration 406: 0,097 ms/op
# Warmup Iteration 407: 0,095 ms/op
# Warmup Iteration 408: 0,085 ms/op
# Warmup Iteration 409: 0,090 ms/op
# Warmup Iteration 410: 0,089 ms/op
# Warmup Iteration 411: 0,088 ms/op
# Warmup Iteration 412: 0,085 ms/op
# Warmup Iteration 413: 0,088 ms/op
# Warmup Iteration 414: 0,089 ms/op
# Warmup Iteration 415: 0,090 ms/op
# Warmup Iteration 416: 0,089 ms/op
# Warmup Iteration 417: 0,091 ms/op
# Warmup Iteration 418: 0,092 ms/op
# Warmup Iteration 419: 0,096 ms/op
# Warmup Iteration 420: 0,079 ms/op
# Warmup Iteration 421: 0,093 ms/op
# Warmup Iteration 422: 0,092 ms/op
# Warmup Iteration 423: 0,081 ms/op
# Warmup Iteration 424: 0,091 ms/op
# Warmup Iteration 425: 0,090 ms/op
# Warmup Iteration 426: 0,092 ms/op
# Warmup Iteration 427: 0,093 ms/op
# Warmup Iteration 428: 0,089 ms/op
# Warmup Iteration 429: 0,087 ms/op
# Warmup Iteration 430: 0,094 ms/op
# Warmup Iteration 431: 0,083 ms/op
# Warmup Iteration 432: 0,100 ms/op
# Warmup Iteration 433: 0,090 ms/op
# Warmup Iteration 434: 0,089 ms/op
# Warmup Iteration 435: 0,083 ms/op
# Warmup Iteration 436: 0,092 ms/op
# Warmup Iteration 437: 0,089 ms/op
# Warmup Iteration 438: 0,087 ms/op
# Warmup Iteration 439: 0,091 ms/op
# Warmup Iteration 440: 0,090 ms/op
# Warmup Iteration 441: 0,088 ms/op
# Warmup Iteration 442: 0,086 ms/op
# Warmup Iteration 443: 0,095 ms/op
# Warmup Iteration 444: 0,089 ms/op
# Warmup Iteration 445: 0,089 ms/op
# Warmup Iteration 446: 0,086 ms/op
# Warmup Iteration 447: 0,084 ms/op
# Warmup Iteration 448: 0,088 ms/op
# Warmup Iteration 449: 0,093 ms/op
# Warmup Iteration 450: 0,087 ms/op
# Warmup Iteration 451: 0,085 ms/op
# Warmup Iteration 452: 0,088 ms/op
# Warmup Iteration 453: 0,088 ms/op
# Warmup Iteration 454: 0,082 ms/op
# Warmup Iteration 455: 0,089 ms/op
# Warmup Iteration 456: 0,082 ms/op
# Warmup Iteration 457: 0,126 ms/op
# Warmup Iteration 458: 0,428 ms/op
# Warmup Iteration 459: 0,110 ms/op
# Warmup Iteration 460: 0,102 ms/op
# Warmup Iteration 461: 0,094 ms/op
# Warmup Iteration 462: 0,092 ms/op
# Warmup Iteration 463: 0,095 ms/op
# Warmup Iteration 464: 0,094 ms/op
# Warmup Iteration 465: 0,092 ms/op
# Warmup Iteration 466: 0,087 ms/op
# Warmup Iteration 467: 0,091 ms/op
# Warmup Iteration 468: 0,090 ms/op
# Warmup Iteration 469: 0,088 ms/op
# Warmup Iteration 470: 0,089 ms/op
# Warmup Iteration 471: 0,092 ms/op
# Warmup Iteration 472: 0,125 ms/op
# Warmup Iteration 473: 0,089 ms/op
# Warmup Iteration 474: 0,091 ms/op
# Warmup Iteration 475: 0,092 ms/op
# Warmup Iteration 476: 0,090 ms/op
# Warmup Iteration 477: 0,087 ms/op
# Warmup Iteration 478: 0,090 ms/op
# Warmup Iteration 479: 0,094 ms/op
# Warmup Iteration 480: 0,098 ms/op
# Warmup Iteration 481: 0,089 ms/op
# Warmup Iteration 482: 0,096 ms/op
# Warmup Iteration 483: 0,092 ms/op
# Warmup Iteration 484: 0,093 ms/op
# Warmup Iteration 485: 0,092 ms/op
# Warmup Iteration 486: 0,092 ms/op
# Warmup Iteration 487: 0,097 ms/op
# Warmup Iteration 488: 0,092 ms/op
# Warmup Iteration 489: 0,085 ms/op
# Warmup Iteration 490: 0,093 ms/op
# Warmup Iteration 491: 0,092 ms/op
# Warmup Iteration 492: 0,090 ms/op
# Warmup Iteration 493: 0,097 ms/op
# Warmup Iteration 494: 0,093 ms/op
# Warmup Iteration 495: 0,101 ms/op
# Warmup Iteration 496: 0,088 ms/op
# Warmup Iteration 497: 0,090 ms/op
# Warmup Iteration 498: 0,089 ms/op
# Warmup Iteration 499: 0,096 ms/op
# Warmup Iteration 500: 0,092 ms/op
# Warmup Iteration 501: 0,091 ms/op
# Warmup Iteration 502: 0,082 ms/op
# Warmup Iteration 503: 0,094 ms/op
# Warmup Iteration 504: 0,097 ms/op
# Warmup Iteration 505: 0,093 ms/op
# Warmup Iteration 506: 0,095 ms/op
# Warmup Iteration 507: 0,098 ms/op
# Warmup Iteration 508: 0,096 ms/op
# Warmup Iteration 509: 0,084 ms/op
# Warmup Iteration 510: 0,080 ms/op
# Warmup Iteration 511: 0,239 ms/op
# Warmup Iteration 512: 0,282 ms/op
# Warmup Iteration 513: 0,109 ms/op
# Warmup Iteration 514: 0,102 ms/op
# Warmup Iteration 515: 0,087 ms/op
# Warmup Iteration 516: 0,091 ms/op
# Warmup Iteration 517: 0,092 ms/op
# Warmup Iteration 518: 0,090 ms/op
# Warmup Iteration 519: 0,087 ms/op
# Warmup Iteration 520: 0,091 ms/op
# Warmup Iteration 521: 0,088 ms/op
# Warmup Iteration 522: 0,086 ms/op
# Warmup Iteration 523: 0,091 ms/op
# Warmup Iteration 524: 0,092 ms/op
# Warmup Iteration 525: 0,095 ms/op
# Warmup Iteration 526: 0,095 ms/op
# Warmup Iteration 527: 0,091 ms/op
# Warmup Iteration 528: 0,096 ms/op
# Warmup Iteration 529: 0,093 ms/op
# Warmup Iteration 530: 0,088 ms/op
# Warmup Iteration 531: 0,093 ms/op
# Warmup Iteration 532: 0,090 ms/op
# Warmup Iteration 533: 0,089 ms/op
# Warmup Iteration 534: 0,090 ms/op
# Warmup Iteration 535: 0,089 ms/op
# Warmup Iteration 536: 0,092 ms/op
# Warmup Iteration 537: 0,086 ms/op
# Warmup Iteration 538: 0,095 ms/op
# Warmup Iteration 539: 0,087 ms/op
# Warmup Iteration 540: 0,092 ms/op
# Warmup Iteration 541: 0,091 ms/op
# Warmup Iteration 542: 0,093 ms/op
# Warmup Iteration 543: 0,089 ms/op
# Warmup Iteration 544: 0,094 ms/op
# Warmup Iteration 545: 0,091 ms/op
# Warmup Iteration 546: 0,082 ms/op
# Warmup Iteration 547: 0,095 ms/op
